ap,ep,sinip,astar,iz
3.0347,0.1522,0.2037,0.023,0.14
2.5684,0.1348,0.2138,0.139,-0.05
2.6007,0.1362,0.237,0.081,0.03
2.6079,0.0874,0.2539,0.174,-0.07
3.018,0.14,0.2322,0.005,0.05
2.928,0.1178,0.2589,-0.124,0.12
3.0483,0.152,0.0396,-0.089,-0.05
2.6405,0.0924,0.0724,0.206,-0.05
3.2326,0.113,0.0228,-0.102,0.04
2.4501,0.1555,0.0555,-0.164,-0.01
2.6164,0.0246,0.0764,-0.129,0.01
2.7247,0.1493,0.1672,0.05,0.06
2.5492,0.1578,0.2177,0.174,-0.03
2.546,0.1555,0.2274,0.067,0.02
3.0755,0.135,0.1859,0.165,-0.05
2.5296,0.0835,0.1752,-0.071,0.06
2.7501,0.069,0.0687,0.125,-0.08
2.6486,0.1637,0.2008,-0.138,0.04
2.6378,0.1985,0.0959,0.081,-0.06
2.6803,0.1868,0.2261,0.201,-0.07
2.3656,0.215,0.0916,-0.044,0.04
3.1399,0.1094,0.1127,-0.066,0.04
2.8914,0.0347,0.0406,0.05,-0.01
3.064,0.2623,0.1732,0.023,0
2.3139,0.1009,0.1396,-0.066,0.1
3.0443,0.1104,0.1566,-0.106,0.05
2.236,0.1011,0.0898,0.152,-0.07
3.1696,0.1751,0.0206,-0.138,-0.03
2.9886,0.1294,0.2023,0.041,0.02
3.1695,0.1627,0.0198,-0.102,0.05
3.2187,0.0515,0.2582,-0.075,0.04
2.2445,0.1209,0.0453,-0.026,0.07
3.0099,0.0785,0.1821,0.01,0.04
2.6594,0.1579,0.2286,0.143,0.01
2.7766,0.1333,0.1411,0.188,0
3.1697,0.0622,0.1598,-0.071,0.11
2.387,0.1114,0.1109,0.13,-0.25
2.3869,0.0591,0.1991,0.25,0.05
3.1263,0.2157,0.2846,0.17,0.2
2.9838,0.0839,0.1755,0.045,-0.01
2.605,0.1713,0.2612,-0.16,0.12
2.9946,0.1235,0.2174,0.049,0.03
2.6003,0.0782,0.2513,0.224,-0.03
3.1465,0.2087,0.2795,-0.035,0.07
3.1071,0.1453,0.2845,0.267,0.14
2.5973,0.1742,0.2469,0.076,0.19
3.1788,0.0658,0.0799,0.112,0.05
2.8725,0.1268,0.0256,0.085,-0.1
3.1336,0.1532,0.0246,-0.12,-0.03
2.9162,0.0548,0.0374,0.112,-0.02
2.2343,0.1285,0.0753,0.108,-0.03
3.2125,0.1598,0.1857,0.058,0.1
3.0221,0.0622,0.1701,-0.035,0.02
2.5372,0.22,0.1356,0.067,0.03
2.6128,0.0569,0.1101,-0.115,0.02
2.7494,0.0487,0.0937,-0.062,0.07
3.0588,0.1403,0.2067,0.156,0.02
3.0048,0.0934,0.1408,0.094,-0.02
2.7729,0.1239,0.1565,0.237,-0.04
3.1788,0.0604,0.1667,-0.035,0.22
3.0316,0.1181,0.1766,0.188,-0.05
2.747,0.0856,0.0376,0.138,0.12
2.357,0.0969,0.1345,0.259,-0.33
2.3101,0.2017,0.1129,0.156,-0.03
3.1138,0.0659,0.1715,0.036,0.04
3.0123,0.0775,0.1819,0.103,0.04
3.1294,0.1872,0.2814,0.178,0.27
2.6651,0.1384,0.2052,-0.013,0.04
2.8717,0.0216,0.0657,0.259,0.13
3.1609,0.1983,0.2853,0.17,0.12
3.1561,0.2246,0.2165,-0.089,0.05
2.4259,0.112,0.1003,0.098,-0.21
2.4106,0.0371,0.0716,0.116,-0.06
3.1311,0.1372,0.0241,-0.116,0
2.5469,0.1933,0.1016,0.134,-0.06
3.0889,0.1019,0.1744,0.049,0.06
2.8026,0.07,0.1035,0.206,0
2.695,0.1436,0.2153,0.259,0.02
3.0755,0.0795,0.1813,0.072,0.11
2.6751,0.191,0.1503,-0.022,0.15
2.9425,0.0361,0.2068,-0.08,0.1
2.3848,0.1899,0.0403,0.174,0.04
3.0543,0.1995,0.1773,-0.093,0.06
3.177,0.1493,0.0124,-0.133,0.26
2.426,0.1723,0.0548,0.201,0.02
2.7096,0.1215,0.0696,0.121,0.06
2.7626,0.1424,0.1588,0.108,-0.01
2.756,0.1415,0.1613,0.13,-0.01
2.7803,0.1315,0.1577,0.081,-0.02
2.6012,0.0903,0.1653,-0.071,0.07
2.1901,0.1481,0.0883,0.138,-0.02
2.7987,0.1487,0.1549,-0.075,-0.06
3.15,0.0496,0.2322,-0.187,0.1
2.6773,0.1732,0.2008,-0.098,0.01
3.071,0.1895,0.0126,-0.066,0.03
3.1557,0.0371,0.2001,0.152,-0.07
3.1755,0.0796,0.1043,-0.111,0.01
2.9132,0.0615,0.0127,0.125,0
2.5675,0.0446,0.166,-0.129,0.05
2.775,0.1337,0.1594,0.063,-0.03
2.554,0.0967,0.1627,-0.142,0.13
2.5458,0.1572,0.1173,0.121,-0.04
2.6462,0.1451,0.069,0.081,-0.03
3.1563,0.1482,0.0225,-0.12,0.02
2.5645,0.076,0.1673,0.157,-0.12
2.3836,0.1116,0.1215,0.143,-0.09
3.1945,0.1384,0.0221,-0.107,0.02
2.9504,0.0663,0.0348,0.081,-0.08
3.1585,0.1657,0.0246,-0.084,-0.02
3.1963,0.1656,0.2684,-0.026,0
2.5556,0.1623,0.0602,0.197,0
3.0211,0.0822,0.1719,0.125,-0.03
3.0525,0.1942,0.1195,0.023,0.12
2.5732,0.1788,0.132,0.099,-0.1
2.274,0.1416,0.0959,-0.013,-0.02
2.6184,0.16,0.2322,0.134,-0.03
2.6985,0.1658,0.2234,0.121,0
3.0889,0.1019,0.1744,0.05,0
3.0717,0.1295,0.218,-0.08,0.05
2.756,0.1415,0.1613,0.152,-0.03
2.7803,0.1315,0.1577,0.085,-0.08
2.6012,0.0903,0.1653,-0.044,0.08
2.587,0.0892,0.2499,0.183,0.02
2.554,0.0967,0.1627,-0.031,0.05
2.6285,0.1537,0.2627,-0.072,0.04
3.1659,0.148,0.2638,-0.057,0.06
2.6003,0.0861,0.255,0.135,0.03
2.5585,0.1863,0.1407,0.036,-0.07
2.9088,0.0328,0.0988,0.135,-0.07
2.4846,0.1092,0.0791,-0.107,-0.06
3.0061,0.0912,0.1773,0.09,-0.01
2.3287,0.1447,0.0653,-0.022,0.02
3.0687,0.119,0.2053,0.09,-0.02
3.197,0.2012,0.0216,-0.066,-0.11
2.8042,0.2469,0.1532,0.166,-0.08
2.9932,0.0808,0.1845,0.018,-0.03
2.5871,0.1264,0.2551,0.009,0.06
2.8011,0.236,0.2737,-0.147,0.04
3.1156,0.1398,0.2521,0.054,0.12
3.1651,0.1317,0.0942,-0.143,0.06
2.5999,0.1145,0.2612,0.111,0.02
2.5838,0.0438,0.0388,-0.036,0.13
2.6092,0.2004,0.2327,-0.045,0.09
2.7405,0.1829,0.0868,-0.049,0.11
3.1478,0.0179,0.1388,0.04,0.16
2.1958,0.2155,0.1746,0.102,-0.21
3.0747,0.19,0.2666,-0.067,0.14
3.1784,0.1807,0.0957,-0.04,0.09
2.592,0.0848,0.2513,0.134,0.02
3.0408,0.1131,0.1568,-0.058,0.07
3.0494,0.0724,0.179,0.08,0.01
3.163,0.1177,0.111,-0.112,0.06
3.2183,0.1648,0.025,-0.16,0.09
3.021,0.0599,0.0432,0.049,0
2.5815,0.1637,0.0452,0.161,-0.02
2.3399,0.138,0.22,0.094,0.04
2.2894,0.0969,0.1018,0.13,-0.21
2.5917,0.1488,0.2457,0.125,0.04
2.6015,0.0762,0.2454,0.108,0.03
3.1442,0.1108,0.2237,0,0.04
2.149,0.1173,0.0434,0.13,-0.01
2.5886,0.1551,0.2287,0.063,0.11
2.9182,0.0771,0.036,0.116,-0.01
2.6301,0.1072,0.0269,0.147,-0.02
2.4155,0.1738,0.0457,0.13,0.03
3.1932,0.23,0.0247,-0.125,-0.06
3.1117,0.1577,0.0223,-0.16,0.04
3.0516,0.1324,0.0966,0.085,0.1
2.5465,0.1441,0.1559,-0.116,0.04
2.7611,0.1175,0.0794,0.076,0.04
3.1102,0.1298,0.0855,-0.147,0
2.5642,0.1024,0.2572,0.08,-0.06
3.1086,0.1543,0.0342,-0.089,0.03
2.9514,0.0905,0.033,0.156,-0.04
3.0874,0.1323,0.0224,-0.138,-0.04
2.2699,0.1756,0.1483,0.094,0.05
2.9381,0.0488,0.0327,0.049,-0.05
3.169,0.0647,0.1975,0.21,0.02
3.09,0.1962,0.2696,-0.111,0.09
2.6895,0.1405,0.2192,0.143,-0.02
3.0678,0.2181,0.2885,-0.031,0.02
3.1317,0.0232,0.1453,0.01,0.12
3.2361,0.042,0.2535,0.01,0.06
2.9064,0.0407,0.0353,0.054,0
2.9503,0.087,0.0328,0.108,0.01
3.0864,0.0204,0.0726,0.152,-0.06
2.9154,0.041,0.1562,-0.004,0.04
2.9457,0.112,0.1743,0.018,0.03
3.2293,0.0933,0.1851,-0.04,0.07
2.7488,0.1447,0.1894,0.161,-0.01
2.6985,0.1658,0.2234,0.134,0.03
3.0948,0.2259,0.2924,0.112,0.05
2.5871,0.1264,0.2551,0.09,-0.12
2.8011,0.236,0.2737,-0.133,0.07
2.6574,0.2115,0.2465,-0.04,0
3.0973,0.1675,0.2741,0.148,0.12
2.336,0.0984,0.1393,-0.106,-0.01
3.1295,0.0621,0.1835,-0.013,0.07
3.1636,0.154,0.0239,0.014,-0.09
2.6694,0.159,0.2302,0.094,-0.05
3.0017,0.0784,0.1803,1.255,-0.61
2.6858,0.1678,0.2317,0.102,0.04
2.5942,0.0764,0.2542,0.121,-0.03
3.192,0.0656,0.1693,0.027,0.03
2.7047,0.1747,0.2607,0.183,-0.05
2.7522,0.1148,0.1529,0.108,-0.07
2.573,0.1479,0.2355,0.103,-0.12
3.0978,0.1617,0.046,-0.089,0.03
2.5578,0.0797,0.2593,0.072,-0.01
2.39,0.0994,0.1555,-0.071,0.04
2.8161,0.067,0.0775,0.094,-0.02
2.8139,0.1365,0.1595,0.134,-0.05
2.9758,0.0659,0.1696,-0.017,0.08
3.0025,0.0666,0.1622,0.081,-0.02
2.6066,0.1347,0.2219,0.13,-0.06
2.6592,0.15,0.2272,0.143,0.02
2.5511,0.1396,0.2136,-0.169,0.04
2.8892,0.0586,0.0357,0.085,-0.04
2.9853,0.0692,0.1659,0.098,0.02
2.6658,0.195,0.0699,-0.107,0.06
2.9346,0.0808,0.0344,0.067,0.12
3.0264,0.0591,0.1693,0.018,0.05
2.907,0.0659,0.1018,-0.062,0.16
2.3783,0.1643,0.0548,-0.213,0.04
2.8001,0.1251,0.1505,0.156,-0.1
2.4838,0.0332,0.0836,0.21,-0.13
2.429,0.1449,0.1115,0.076,-0.24
2.6469,0.2359,0.2162,0.072,-0.09
3.0682,0.0923,0.1924,0.072,-0.18
2.8575,0.037,0.0384,0.063,-0.01
3.2259,0.147,0.0183,-0.142,0.02
3.0622,0.1603,0.0325,-0.129,0.01
3.0599,0.1531,0.0333,-0.124,0.01
3.1743,0.084,0.0135,-0.085,0.08
2.6882,0.0768,0.0666,0.205,0.12
3.1101,0.1309,0.0874,-0.187,0
3.0771,0.0656,0.1691,0.085,0.1
3.0614,0.0405,0.1747,-0.026,-0.05
3.0687,0.119,0.2053,0.027,0.1
2.9674,0.0849,0.186,0.018,0.05
3.0837,0.081,0.0567,-0.089,0
3.041,0.0867,0.1845,0.005,-0.01
3.1355,0.2538,0.0657,-0.16,-0.01
2.8912,0.0361,0.047,0.09,0.04
2.9721,0.054,0.1809,-0.044,0.02
3.1535,0.157,0.0951,-0.165,0.16
3.1025,0.0195,0.1544,0.201,0.07
2.9795,0.0426,0.1685,0.009,0.09
2.7989,0.1302,0.1573,0.054,0.05
2.7662,0.1264,0.1622,0.072,-0.02
2.667,0.1843,0.1978,0.107,-0.04
2.2778,0.046,0.0653,0.197,-0.05
3.1227,0.1317,0.0336,-0.124,-0.03
2.6396,0.1685,0.0371,0.001,0.08
2.9263,0.0861,0.0361,0.09,-0.09
2.5864,0.2512,0.2792,0.143,-0.17
2.2397,0.1305,0.0799,0.139,-0.05
2.4183,0.1129,0.2465,-0.111,0.08
2.4603,0.1106,0.1049,0.156,-0.33
2.5884,0.1048,0.2542,0.143,0
3.225,0.0292,0.2346,-0.056,0.08
3.171,0.0642,0.1604,-0.107,0
2.409,0.123,0.243,0.174,0.05
3.1387,0.1621,0.0994,-0.08,0.02
2.336,0.2447,0.1184,0.206,-0.06
2.554,0.2609,0.124,0.099,-0.06
2.7531,0.0989,0.022,-0.124,-0.07
2.23,0.0585,0.0332,0.183,-0.14
2.9631,0.0437,0.1615,0.054,-0.06
2.2225,0.1376,0.1072,0.179,-0.09
3.0685,0.1151,0.1887,0.014,0.02
3.0195,0.0754,0.1738,0.058,0.05
3.2169,0.1195,0.2411,0.232,0.01
2.6684,0.1509,0.2222,0.134,-0.01
2.6025,0.177,0.1434,0.112,0.18
3.0915,0.1591,0.0352,-0.089,-0.02
3.0489,0.1118,0.0705,-0.102,0.03
3.096,0.2443,0.1113,-0.044,-0.02
2.928,0.014,0.0335,0.129,0.03
2.4465,0.1894,0.0889,0.027,-0.01
3.0724,0.0178,0.1693,0.049,0.06
2.892,0.0487,0.0356,0.138,0.01
2.4386,0.1522,0.0464,-0.143,-0.02
2.9009,0.1466,0.282,-0.022,0.06
3.1838,0.069,0.1388,0.045,0.18
2.5496,0.0906,0.1189,0.17,0.03
2.6078,0.163,0.2305,0.174,-0.08
2.6392,0.1366,0.2237,0.152,-0.09
3.1672,0.067,0.162,-0.075,0.05
3.1812,0.1142,0.0948,-0.062,-0.09
2.6368,0.1397,0.1387,-0.107,0.06
2.3871,0.092,0.0911,0.009,0.07
3.5006,0.0599,0.1719,-0.075,0.06
2.545,0.1455,0.2505,0.04,0.1
3.0804,0.0803,0.2087,0.018,0.09
2.8561,0.1735,0.2165,0.094,-0.06
3.1751,0.1523,0.0898,-0.129,0.01
2.9592,0.0439,0.0537,0.063,0.02
3.0627,0.0029,0.1591,0.018,0.1
2.5709,0.1563,0.2417,0.076,0.05
3.1584,0.201,0.2901,0.112,0.04
3.017,0.0633,0.1756,0.058,0.04
3.213,0.168,0.0261,-0.102,0.04
3.1973,0.1728,0.0241,-0.129,0
3.2171,0.1523,0.0198,-0.134,0.05
3.1492,0.1369,0.0243,-0.124,0.01
3.3364,0.0462,0.2204,0.032,0.09
2.2576,0.1535,0.0874,0.08,-0.01
3.0077,0.0793,0.1795,0.072,0.1
2.3848,0.1015,0.1002,0.143,-0.23
2.7047,0.1747,0.2607,0.143,0.06
3.0553,0.0955,0.1906,0.049,0.07
3.0805,0.0521,0.164,0.04,0.09
2.5969,0.1185,0.1099,0.103,-0.06
2.7906,0.0468,0.0766,-0.147,0.05
3.0859,0.2056,0.1307,0.009,0.01
3.0557,0.0909,0.1835,0.081,-0.01
2.9979,0.0859,0.1883,0.023,0.05
2.5205,0.0708,0.1159,0.076,-0.09
2.3841,0.2226,0.115,0.076,0.04
2.6549,0.1546,0.1699,0.098,0.02
2.997,0.074,0.0463,0.112,-0.02
3.1272,0.1473,0.0268,-0.107,-0.03
2.6694,0.159,0.2302,0.107,0.01
3.2276,0.1435,0.1919,-0.142,0.01
3.0017,0.0784,0.1803,0.005,0.1
3.4209,0.0714,0.0968,0.068,0.2
2.797,0.0475,0.077,-0.134,0.02
2.7228,0.1429,0.0933,0.205,0.04
2.7224,0.092,0.1297,0.121,0.18
2.573,0.1479,0.2355,0.116,0.02
3.1734,0.0631,0.1614,-0.058,0.05
2.6826,0.07,0.1612,-0.111,0.12
2.9657,0.0859,0.1784,0,0.08
3.0546,0.1112,0.2078,0.059,0.05
2.6913,0.1686,0.1997,-0.12,0.08
3.0986,0.0635,0.1972,-0.075,-0.01
2.7219,0.187,0.2313,0.13,-0.13
3.1602,0.115,0.1101,-0.08,-0.05
2.3793,0.0668,0.1247,0.17,-0.25
2.3748,0.1665,0.053,-0.16,0.01
3.062,0.1409,0.1073,-0.075,-0.01
3.2037,0.1723,0.0204,-0.124,-0.03
2.9081,0.1643,0.0287,0.067,-0.04
2.39,0.0994,0.1555,-0.004,0.01
3.1653,0.0619,0.162,-0.071,0.05
3.1418,0.0549,0.1745,-0.08,0.03
2.6592,0.15,0.2272,0.148,0
3.1363,0.1982,0.2373,-0.111,0.04
3.1639,0.0615,0.1608,-0.089,-0.07
3.0882,0.0318,0.1305,-0.084,0.03
2.985,0.0714,0.1683,0.023,0.01
2.558,0.1014,0.0525,0.044,0.16
3.1481,0.1995,0.1766,-0.107,0.01
2.3389,0.0928,0.1179,0.068,-0.16
3.0958,0.1488,0.0967,-0.129,0.01
2.6532,0.0721,0.071,0.147,-0.06
2.9914,0.032,0.0842,0,0.05
2.5942,0.0764,0.2542,0.076,-0.03
2.7047,0.1747,0.2607,0.129,0.03
3.1981,0.1533,0.1689,-0.022,0.04
2.8433,0.147,0.0673,0.076,0.03
3.1096,0.1024,0.1068,-0.058,0.05
2.431,0.0411,0.0885,0.214,-0.36
3.0174,0.0813,0.1737,0.072,0.05
2.8139,0.1365,0.1595,0.143,-0.03
2.9758,0.0659,0.1696,0.023,0.02
2.6244,0.1654,0.2872,0.037,0.18
2.985,0.0714,0.1683,0.094,0
3.161,0.144,0.1814,-0.174,0.28
3.0088,0.0843,0.1749,0.112,-0.08
3.1482,0.092,0.2748,-0.013,-0.03
2.9689,0.0449,0.1582,0.022,0.05
2.6106,0.1205,0.2258,0.218,0
2.6929,0.2109,0.189,0.116,0.05
2.7047,0.1747,0.2607,0.09,-0.03
3.1096,0.1024,0.1068,-0.102,0.09
3.1734,0.0631,0.1614,-0.098,0.08
2.6378,0.1757,0.1406,-0.093,-0.05
2.9838,0.076,0.1761,-0.004,0.02
2.6904,0.1665,0.2233,0.112,0
2.6244,0.1654,0.2872,0.099,0.12
3.0622,0.1199,0.2187,0.232,-0.03
2.6475,0.1912,0.2288,0.103,-0.03
2.7712,0.1929,0.136,-0.133,0.05
3.1517,0.1375,0.2948,-0.058,0.07
2.6308,0.1984,0.0928,0.233,-0.1
3.2301,0.0826,0.2803,-0.026,0.07
3.1883,0.2677,0.1738,-0.044,0.09
3.2358,0.0676,0.1442,0.014,0.01
2.7607,0.1973,0.143,-0.075,-0.25
3.1947,0.173,0.0228,-0.062,0
2.5925,0.1665,0.1533,0.165,0.07
3.2255,0.1272,0.024,-0.085,-0.01
2.5373,0.1798,0.1777,0.094,0.05
2.2507,0.1326,0.0912,0.134,-0.02
2.7826,0.1847,0.1623,0.165,-0.04
3.1735,0.1306,0.2753,0.036,0.16
2.5632,0.1565,0.18,0.165,-0.06
2.7176,0.249,0.1544,-0.193,0.34
3.1801,0.1508,0.0179,-0.111,0.15
2.5863,0.0342,0.1309,-0.031,0.05
2.7501,0.1169,0.1516,0.063,0
2.7682,0.1619,0.1685,0.121,0.03
3.0501,0.1137,0.1574,0.004,0.08
3.0132,0.0795,0.1771,0.076,0.05
2.5682,0.1702,0.1342,0.121,-0.02
2.5898,0.2183,0.1948,-0.168,0.02
3.0622,0.0837,0.1706,0.058,0.04
2.7348,0.1259,0.1558,0.188,-0.08
2.2414,0.1312,0.0847,0.161,-0.07
2.9481,0.1557,0.0515,0.058,-0.04
2.5354,0.2539,0.1056,-0.022,-0.25
3.1986,0.2059,0.036,-0.107,0.09
3.2061,0.1115,0.2669,0.009,-0.02
2.7808,0.0801,0.1472,-0.009,0.07
3.3821,0.0712,0.146,-0.027,0.01
3.1048,0.1328,0.1002,-0.049,-0.02
3.0457,0.076,0.1615,0.076,-0.02
3.0665,0.0975,0.205,0.036,0.09
2.6941,0.0887,0.1329,-0.04,0
2.9961,0.0666,0.172,0.045,0.08
2.9962,0.0738,0.1556,0.089,-0.02
2.2797,0.1139,0.0968,0.156,-0.37
2.269,0.1295,0.0763,0.103,-0.05
2.6103,0.094,0.2501,1.1,0
2.7862,0.12,0.0523,0.165,-0.06
3.038,0.2212,0.2387,0.098,0.07
2.2171,0.1268,0.0801,0.17,-0.02
2.8962,0.0446,0.0361,0.108,-0.03
3.1601,0.1458,0.0225,-0.066,-0.02
3.1605,0.1408,0.0255,-0.173,0.09
2.7177,0.0667,0.0899,0.094,0.1
2.4607,0.1573,0.0345,0.098,-0.08
2.3119,0.2015,0.0221,0.094,-0.01
2.7724,0.1395,0.0615,0.174,-0.04
2.9793,0.0715,0.1824,0.094,0.07
3.224,0.1391,0.0375,-0.093,0.02
2.2672,0.2207,0.0363,0.134,-0.05
3.1475,0.0882,0.2154,0.023,0.19
3.1795,0.0671,0.1823,-0.057,0.08
2.6678,0.1643,0.1995,-0.124,0.03
3.0114,0.0763,0.1832,0.094,0.02
2.4408,0.1242,0.1084,0.152,-0.3
3.1035,0.0304,0.1302,-0.057,-0.01
2.9799,0.0639,0.1718,0.005,0.04
3.0011,0.0576,0.1842,0.023,0.02
2.9141,0.0398,0.0337,0.161,-0.05
3.1883,0.2677,0.1738,-0.013,0.08
3.2358,0.0676,0.1442,-0.035,0.09
2.7607,0.1973,0.143,-0.071,0.09
3.1947,0.173,0.0228,-0.129,-0.02
2.5925,0.1665,0.1533,0.103,0.02
3.2255,0.1272,0.024,-0.12,-0.08
2.5373,0.1798,0.1777,0.731,-0.15
3.0137,0.1069,0.0258,-0.017,0.02
2.5979,0.1719,0.0944,-0.022,0.01
2.2673,0.148,0.0797,0.107,-0.07
2.641,0.1528,0.2411,0.09,-0.01
2.5986,0.1297,0.2475,0.192,-0.03
2.6313,0.1367,0.2095,0.156,-0.08
3.2317,0.0698,0.2485,-0.031,0.04
3.032,0.0094,0.1673,0.05,0.02
3.1218,0.1347,0.2073,0.099,0.08
3.1012,0.2439,0.2706,0.125,0.03
3.1735,0.1306,0.2753,0.041,0.17
2.5632,0.1565,0.18,0.157,-0.02
2.7176,0.249,0.1544,-0.098,0.09
3.1801,0.1508,0.0179,-0.067,0.04
2.5863,0.0342,0.1309,-0.009,0
2.7501,0.1169,0.1516,0.125,-0.06
2.4361,0.1476,0.0347,-0.151,0
3.0563,0.1142,0.0507,-0.16,0
2.7855,0.0662,0.0635,0.076,0.03
2.9841,0.0802,0.1711,0.12,0
2.9685,0.0869,0.1749,0.081,-0.06
2.9855,0.0982,0.1822,0.049,0.09
3.1765,0.0935,0.2844,-0.058,0.11
2.6326,0.17,0.2563,-0.129,0.06
2.9481,0.1557,0.0515,0.08,0.04
2.5354,0.2539,0.1056,-0.045,-0.26
3.1986,0.2059,0.036,-0.102,0.04
3.2061,0.1115,0.2669,-0.035,0.09
2.7808,0.0801,0.1472,-0.066,0.05
3.3821,0.0712,0.146,-0.124,0.04
3.1048,0.1328,0.1002,-0.103,-0.01
3.2023,0.0877,0.1177,-0.124,0.05
3.0101,0.0763,0.1813,0.054,0.04
3.0512,0.0814,0.0803,0.512,0.05
2.6366,0.1305,0.231,0.112,-0.05
2.1994,0.1267,0.0912,0.147,0.03
2.354,0.094,0.1126,0.054,-0.17
2.2708,0.1479,0.1062,-0.013,0.02
2.5807,0.0992,0.2618,0.152,-0.01
2.7647,0.1167,0.1566,0.112,0.03
2.6658,0.1677,0.2046,-0.138,0.02
3.2563,0.0162,0.2539,0.023,0.15
2.6647,0.1748,0.2041,-0.089,-0.02
3.0593,0.1075,0.2061,-0.027,0.15
2.7862,0.12,0.0523,0.139,-0.08
3.038,0.2212,0.2387,0.063,0.08
2.2171,0.1268,0.0801,0.112,-0.01
2.8962,0.0446,0.0361,0.01,-0.04
2.7327,0.1703,0.0793,-0.049,0.1
3.1601,0.1458,0.0225,-0.124,-0.03
2.7363,0.1051,0.0556,0.063,0.08
2.5486,0.2518,0.1323,0.169,-0.08
2.2024,0.1284,0.0832,0.148,-0.02
3.1734,0.1673,0.0864,-0.125,0.02
2.9652,0.0371,0.1669,-0.004,0.06
3.0066,0.2488,0.2131,0.045,0.09
3.1709,0.115,0.2452,0.045,0.16
2.9436,0.0343,0.2076,-0.129,0.06
2.6959,0.1611,0.2228,0.125,-0.03
2.678,0.1645,0.235,0.138,-0.03
3.0406,0.0945,0.193,0.081,0.08
3.0568,0.117,0.249,0.04,0.03
2.5863,0.171,0.2441,0.085,-0.13
2.4607,0.1573,0.0345,0.094,-0.07
2.3119,0.2015,0.0221,0.085,-0.05
2.7724,0.1395,0.0615,0.139,-0.08
2.9793,0.0715,0.1824,0.067,0.04
3.224,0.1391,0.0375,-0.124,0.03
2.2672,0.2207,0.0363,0.116,-0.03
3.1475,0.0882,0.2154,-0.079,0.18
2.5424,0.1906,0.1128,-0.08,0.11
3.237,0.1036,0.1172,0.067,-0.42
3.1528,0.0019,0.0598,0.01,0.18
2.7949,0.0092,0.2129,-0.035,-0.02
2.343,0.1162,0.1209,0.183,-0.43
2.2651,0.14,0.0948,0.214,-0.03
3.0116,0.0783,0.1765,0.049,0.07
2.6112,0.091,0.2532,0.107,0.02
2.7135,0.1259,0.2119,0.085,-0.01
2.7271,0.1712,0.2313,0.17,-0.05
3.1977,0.1376,0.2987,-0.053,0.06
2.804,0.1221,0.2577,-0.107,0.17
2.9141,0.0398,0.0337,0.13,-0.08
2.3379,0.1806,0.0832,-0.057,-0.02
3.0505,0.0897,0.1676,-0.058,0.05
2.2373,0.1503,0.1059,0.165,-0.05
2.6798,0.0555,0.193,-0.035,-0.28
2.9656,0.0795,0.1566,0.116,-0.02
2.78,0.1957,0.1362,-1.344,2.8
2.9646,0.0725,0.1548,0.027,-0.02
2.7309,0.0837,0.2096,0.148,-0.07
2.5889,0.0813,0.2354,0.139,-0.1
3.0251,0.0663,0.1744,0.037,-0.05
3.1692,0.0531,0.1885,0.175,-0.05
2.9684,0.0817,0.1851,0.009,0.03
2.6568,0.2346,0.1972,0.139,-0.09
2.377,0.1064,0.1199,0.076,-0.19
3.0582,0.0717,0.1817,0.032,0
2.4452,0.1046,0.2523,0.175,-0.05
3.0953,0.1409,0.0902,-0.071,-0.09
2.4027,0.1837,0.0404,0.215,-0.07
2.8613,0.1785,0.0412,0.076,0.06
3.1634,0.1612,0.2413,0.103,0.06
3.0519,0.0897,0.1851,0.13,-0.02
2.5603,0.144,0.2284,0.13,-0.08
2.7458,0.0945,0.0838,0.268,-0.04
3.052,0.0809,0.1782,-0.017,0.07
2.6948,0.1663,0.1903,0.13,-0.08
2.5459,0.2555,0.1237,0.156,-0.13
3.2335,0.0663,0.2644,-0.111,0.06
3.1513,0.2318,0.1917,0.014,-0.03
2.5442,0.0889,0.2496,-0.066,0
2.8,0.1327,0.232,0.157,-0.07
3.1229,0.1994,0.2898,0.246,0.06
2.7712,0.1929,0.136,-0.129,0.05
2.7852,0.1325,0.1578,0.112,0
3.188,0.1274,0.0925,-0.098,0.05
3.2301,0.0826,0.2803,-0.008,0.14
3.1883,0.2677,0.1738,-0.022,0.06
2.7862,0.0472,0.0763,-0.098,0.04
3.2358,0.0676,0.1442,0,0.01
3.1947,0.173,0.0228,-0.089,0.04
2.5925,0.1665,0.1533,0.112,0
3.2255,0.1272,0.024,-0.053,0.03
2.5373,0.1798,0.1777,0.116,-0.08
3.0137,0.1069,0.0258,-0.013,0.01
2.5979,0.1719,0.0944,-0.058,0.11
2.2673,0.148,0.0797,0.107,-0.09
2.5806,0.1554,0.2535,-0.018,0.12
3.1556,0.073,0.1498,-0.066,0.06
2.6067,0.1711,0.2697,-0.107,0.04
2.5986,0.1297,0.2475,0.134,0.01
3.1431,0.2363,0.1944,-0.089,-0.01
3.1832,0.1162,0.2301,-0.035,0.09
3.032,0.0094,0.1673,0.027,0.09
2.5705,0.1386,0.2399,0.152,0
2.9683,0.0504,0.2433,-0.151,0
3.1012,0.2439,0.2706,0.081,0.06
2.7826,0.1847,0.1623,0.147,0
3.1655,0.0621,0.161,-0.071,0.26
3.1735,0.1306,0.2753,0.027,0.19
3.0905,0.0313,0.2164,-0.062,0.09
2.7176,0.249,0.1544,-0.08,0.06
2.7501,0.1169,0.1516,0.108,-0.05
2.4361,0.1476,0.0347,-0.116,-0.02
